frame_id,source_index,source_label,total_people,queue_pairs,queue_detected,roi_Check-in,roi_Immigration,roi_Security Lane
379,0,File: 2025-11-27 18-27-45.mp4,15,3,False,1,1,4
380,0,File: 2025-11-27 18-27-45.mp4,16,4,False,1,1,4
381,0,File: 2025-11-27 18-27-45.mp4,16,4,False,1,1,4
382,0,File: 2025-11-27 18-27-45.mp4,15,4,False,1,1,4
383,0,File: 2025-11-27 18-27-45.mp4,15,4,False,1,1,4
384,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,1,4
385,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,1,4
386,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,2,4
387,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,2,4
388,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,2,3
389,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,2,3
390,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,2,3
391,0,File: 2025-11-27 18-27-45.mp4,14,5,True,0,2,3
392,0,File: 2025-11-27 18-27-45.mp4,13,3,False,0,2,3
393,0,File: 2025-11-27 18-27-45.mp4,14,3,False,0,2,3
394,0,File: 2025-11-27 18-27-45.mp4,14,4,False,0,2,3
395,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,2,3
396,0,File: 2025-11-27 18-27-45.mp4,15,3,False,0,2,3
397,0,File: 2025-11-27 18-27-45.mp4,15,3,False,0,2,3
398,0,File: 2025-11-27 18-27-45.mp4,16,4,False,0,2,3
399,0,File: 2025-11-27 18-27-45.mp4,17,5,True,0,2,3
400,0,File: 2025-11-27 18-27-45.mp4,17,5,True,0,2,3
401,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,2,3
402,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,2,3
403,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,2,3
404,0,File: 2025-11-27 18-27-45.mp4,14,4,False,0,2,3
405,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,3,3
406,0,File: 2025-11-27 18-27-45.mp4,14,5,True,0,3,3
407,0,File: 2025-11-27 18-27-45.mp4,14,5,True,0,3,3
408,0,File: 2025-11-27 18-27-45.mp4,13,3,False,0,3,3
409,0,File: 2025-11-27 18-27-45.mp4,14,3,False,0,3,4
410,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,3,5
411,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,3,4
412,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,3,4
413,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,3,4
414,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,3,5
415,0,File: 2025-11-27 18-27-45.mp4,16,7,True,0,3,5
416,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,3,5
417,0,File: 2025-11-27 18-27-45.mp4,15,4,False,0,3,4
418,0,File: 2025-11-27 18-27-45.mp4,14,3,False,0,2,4
419,0,File: 2025-11-27 18-27-45.mp4,14,3,False,0,2,4
420,0,File: 2025-11-27 18-27-45.mp4,13,3,False,0,1,4
421,0,File: 2025-11-27 18-27-45.mp4,14,6,True,0,1,4
422,0,File: 2025-11-27 18-27-45.mp4,14,6,True,0,1,4
423,0,File: 2025-11-27 18-27-45.mp4,14,6,True,0,1,4
424,0,File: 2025-11-27 18-27-45.mp4,14,6,True,0,1,4
425,0,File: 2025-11-27 18-27-45.mp4,13,7,True,0,1,3
426,0,File: 2025-11-27 18-27-45.mp4,14,4,False,0,1,4
427,0,File: 2025-11-27 18-27-45.mp4,14,4,False,0,1,4
428,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,4
429,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,2,4
430,0,File: 2025-11-27 18-27-45.mp4,16,9,True,0,2,4
431,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,2,3
432,0,File: 2025-11-27 18-27-45.mp4,16,9,True,0,2,3
433,0,File: 2025-11-27 18-27-45.mp4,13,5,True,0,2,3
434,0,File: 2025-11-27 18-27-45.mp4,13,5,True,0,2,3
435,0,File: 2025-11-27 18-27-45.mp4,12,4,False,0,2,3
436,0,File: 2025-11-27 18-27-45.mp4,13,6,True,0,2,3
437,0,File: 2025-11-27 18-27-45.mp4,14,7,True,0,2,3
438,0,File: 2025-11-27 18-27-45.mp4,14,7,True,0,2,3
439,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
440,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
441,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
442,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
443,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
444,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,2,3
445,0,File: 2025-11-27 18-27-45.mp4,18,12,True,0,3,3
446,0,File: 2025-11-27 18-27-45.mp4,18,12,True,0,3,3
447,0,File: 2025-11-27 18-27-45.mp4,18,12,True,0,3,3
448,0,File: 2025-11-27 18-27-45.mp4,17,11,True,0,3,3
449,0,File: 2025-11-27 18-27-45.mp4,16,10,True,0,3,3
450,0,File: 2025-11-27 18-27-45.mp4,16,10,True,0,3,3
451,0,File: 2025-11-27 18-27-45.mp4,17,11,True,0,3,4
452,0,File: 2025-11-27 18-27-45.mp4,16,12,True,0,3,4
453,0,File: 2025-11-27 18-27-45.mp4,16,12,True,0,3,4
454,0,File: 2025-11-27 18-27-45.mp4,16,11,True,0,3,4
455,0,File: 2025-11-27 18-27-45.mp4,14,8,True,0,3,3
456,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,4,3
457,0,File: 2025-11-27 18-27-45.mp4,15,9,True,0,4,3
458,0,File: 2025-11-27 18-27-45.mp4,14,8,True,0,4,3
459,0,File: 2025-11-27 18-27-45.mp4,15,10,True,0,5,3
460,0,File: 2025-11-27 18-27-45.mp4,16,11,True,0,5,3
461,0,File: 2025-11-27 18-27-45.mp4,15,8,True,0,4,3
462,0,File: 2025-11-27 18-27-45.mp4,18,13,True,0,5,4
463,0,File: 2025-11-27 18-27-45.mp4,19,13,True,0,5,4
464,0,File: 2025-11-27 18-27-45.mp4,19,13,True,0,5,4
465,0,File: 2025-11-27 18-27-45.mp4,18,11,True,0,3,4
466,0,File: 2025-11-27 18-27-45.mp4,18,11,True,0,4,4
467,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,3,4
468,0,File: 2025-11-27 18-27-45.mp4,18,11,True,0,3,5
469,0,File: 2025-11-27 18-27-45.mp4,17,10,True,0,2,5
470,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,1,5
471,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,2,5
472,0,File: 2025-11-27 18-27-45.mp4,18,11,True,0,2,5
473,0,File: 2025-11-27 18-27-45.mp4,19,10,True,0,3,5
474,0,File: 2025-11-27 18-27-45.mp4,18,7,True,0,2,5
475,0,File: 2025-11-27 18-27-45.mp4,18,10,True,0,2,4
476,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,3,4
477,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,3,4
478,0,File: 2025-11-27 18-27-45.mp4,16,7,True,0,2,4
479,0,File: 2025-11-27 18-27-45.mp4,14,5,True,0,2,3
480,0,File: 2025-11-27 18-27-45.mp4,13,5,True,0,1,3
481,0,File: 2025-11-27 18-27-45.mp4,14,8,True,0,2,3
482,0,File: 2025-11-27 18-27-45.mp4,14,7,True,0,2,3
483,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,3
484,0,File: 2025-11-27 18-27-45.mp4,16,11,True,0,2,3
485,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,3
486,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,4
487,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,4
488,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,2,4
489,0,File: 2025-11-27 18-27-45.mp4,15,6,True,0,2,4
490,0,File: 2025-11-27 18-27-45.mp4,15,6,True,0,2,4
491,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,2,5
492,0,File: 2025-11-27 18-27-45.mp4,17,8,True,0,2,5
493,0,File: 2025-11-27 18-27-45.mp4,17,8,True,0,2,5
494,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,2,5
495,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,2,5
496,0,File: 2025-11-27 18-27-45.mp4,15,5,True,0,2,4
497,0,File: 2025-11-27 18-27-45.mp4,15,6,True,0,2,4
498,0,File: 2025-11-27 18-27-45.mp4,15,6,True,0,1,4
499,0,File: 2025-11-27 18-27-45.mp4,17,11,True,0,1,4
500,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,1,5
501,0,File: 2025-11-27 18-27-45.mp4,15,7,True,0,1,4
502,0,File: 2025-11-27 18-27-45.mp4,15,6,True,0,1,4
503,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
504,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
505,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
506,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
507,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
508,0,File: 2025-11-27 18-27-45.mp4,16,6,True,0,1,5
509,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,1,6
510,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,1,6
511,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,6
512,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,6
513,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,1,6
514,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,2,6
515,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,1,6
516,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,6
517,0,File: 2025-11-27 18-27-45.mp4,20,10,True,0,1,7
518,0,File: 2025-11-27 18-27-45.mp4,19,9,True,0,1,6
519,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,1,6
520,0,File: 2025-11-27 18-27-45.mp4,2,0,False,0,0,1
521,0,File: 2025-11-27 18-27-45.mp4,14,9,True,0,0,4
522,0,File: 2025-11-27 18-27-45.mp4,16,8,True,0,1,4
523,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,1,5
524,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,5
525,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,5
526,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,1,3
527,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,1,3
528,0,File: 2025-11-27 18-27-45.mp4,17,9,True,0,1,3
529,0,File: 2025-11-27 18-27-45.mp4,18,9,True,0,1,4
530,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,1,4
531,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,1,4
532,0,File: 2025-11-27 18-27-45.mp4,17,7,True,0,0,4
533,0,File: 2025-11-27 18-27-45.mp4,18,7,True,0,0,4
534,0,File: 2025-11-27 18-27-45.mp4,19,7,True,0,0,5
535,0,File: 2025-11-27 18-27-45.mp4,19,6,True,0,0,5
536,0,File: 2025-11-27 18-27-45.mp4,19,6,True,0,0,6
537,0,File: 2025-11-27 18-27-45.mp4,19,6,True,0,0,6
538,0,File: 2025-11-27 18-27-45.mp4,19,6,True,0,0,6
539,0,File: 2025-11-27 18-27-45.mp4,18,5,True,0,0,5
540,0,File: 2025-11-27 18-27-45.mp4,19,6,True,0,0,6
541,0,File: 2025-11-27 18-27-45.mp4,20,9,True,0,0,6
542,0,File: 2025-11-27 18-27-45.mp4,20,9,True,0,0,6
543,0,File: 2025-11-27 18-27-45.mp4,18,4,False,0,0,6
544,0,File: 2025-11-27 18-27-45.mp4,18,7,True,0,0,6
545,0,File: 2025-11-27 18-27-45.mp4,18,7,True,0,0,5
546,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,0,5
547,0,File: 2025-11-27 18-27-45.mp4,18,8,True,0,0,5
548,0,File: 2025-11-27 18-27-45.mp4,19,13,True,0,0,5
549,0,File: 2025-11-27 18-27-45.mp4,19,13,True,0,0,5
550,0,File: 2025-11-27 18-27-45.mp4,20,10,True,0,0,5
551,0,File: 2025-11-27 18-27-45.mp4,21,14,True,0,0,5
552,0,File: 2025-11-27 18-27-45.mp4,21,13,True,0,0,5
553,0,File: 2025-11-27 18-27-45.mp4,20,10,True,0,0,5
